group_name,group_level,strata_name,strata_level,variable,variable_level,variable_type,estimate_type,estimate,cdm_name,result_type
cohort_name,simvastatin,age_group and sex,0 to 19 and Male,initial_daily_dose_milligram,NA,numeric,q05,5,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,0 to 19 and Male,initial_daily_dose_milligram,NA,numeric,q25,10,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,0 to 19 and Male,initial_daily_dose_milligram,NA,numeric,median,20,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,0 to 19 and Male,initial_daily_dose_milligram,NA,numeric,q75,40,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,0 to 19 and Male,initial_daily_dose_milligram,NA,numeric,q95,45.9999999999997,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,0 to 19 and Male,initial_daily_dose_milligram,NA,numeric,max,80,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,0 to 19 and Male,initial_daily_dose_milligram,NA,numeric,mean,24.3220338983051,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,0 to 19 and Male,initial_daily_dose_milligram,NA,numeric,sd,17.2576658828863,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,0 to 19 and Male,initial_daily_dose_milligram,NA,numeric,count_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,0 to 19 and Male,initial_daily_dose_milligram,NA,numeric,percentage_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,0 to 19 and Male,cumulative_dose_milligram,NA,numeric,min,80,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,0 to 19 and Male,cumulative_dose_milligram,NA,numeric,q05,300,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,0 to 19 and Male,cumulative_dose_milligram,NA,numeric,q25,607.5,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,0 to 19 and Male,cumulative_dose_milligram,NA,numeric,median,1820,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,0 to 19 and Male,cumulative_dose_milligram,NA,numeric,q75,5820,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,0 to 19 and Male,cumulative_dose_milligram,NA,numeric,q95,15780,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,0 to 19 and Male,cumulative_dose_milligram,NA,numeric,max,30880,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,0 to 19 and Male,cumulative_dose_milligram,NA,numeric,mean,4457.41525423729,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,0 to 19 and Male,cumulative_dose_milligram,NA,numeric,sd,6015.98755784747,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,0 to 19 and Male,cumulative_dose_milligram,NA,numeric,count_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,0 to 19 and Male,cumulative_dose_milligram,NA,numeric,percentage_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,number subjects,NA,numeric,count,1135,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,number records,NA,NA,count,1135,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,duration,NA,numeric,min,1,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,duration,NA,numeric,q05,26,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,duration,NA,numeric,q25,30,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,duration,NA,numeric,median,90,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,duration,NA,numeric,q75,177,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,duration,NA,numeric,q95,483.6,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,duration,NA,numeric,max,1041,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,duration,NA,numeric,mean,141.913656387665,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,duration,NA,numeric,sd,160.003255969753,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,duration,NA,numeric,count_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,duration,NA,numeric,percentage_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,number_exposures,NA,numeric,min,1,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,number_exposures,NA,numeric,q05,1,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,number_exposures,NA,numeric,q25,1,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,number_exposures,NA,numeric,median,2,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,number_exposures,NA,numeric,q75,4,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,number_exposures,NA,numeric,q95,11,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,number_exposures,NA,numeric,max,36,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,number_exposures,NA,numeric,mean,3.21233480176211,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,number_exposures,NA,numeric,sd,3.83888800596955,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,number_exposures,NA,numeric,count_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,number_exposures,NA,numeric,percentage_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,cumulative_quantity,NA,numeric,min,1,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,cumulative_quantity,NA,numeric,q05,30,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,cumulative_quantity,NA,numeric,q25,60,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,cumulative_quantity,NA,numeric,median,90,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,cumulative_quantity,NA,numeric,q75,180,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,cumulative_quantity,NA,numeric,q95,540,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,cumulative_quantity,NA,numeric,max,1440,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,cumulative_quantity,NA,numeric,mean,154.23436123348,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,cumulative_quantity,NA,numeric,sd,173.352389214811,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,cumulative_quantity,NA,numeric,count_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,cumulative_quantity,NA,numeric,percentage_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,initial_quantity,NA,numeric,min,1,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,initial_quantity,NA,numeric,q05,30,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,initial_quantity,NA,numeric,q25,30,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,initial_quantity,NA,numeric,median,30,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,initial_quantity,NA,numeric,q75,90,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,initial_quantity,NA,numeric,q95,90,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,initial_quantity,NA,numeric,max,450,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,initial_quantity,NA,numeric,mean,54.4229074889868,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,initial_quantity,NA,numeric,sd,35.0633969094058,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,initial_quantity,NA,numeric,count_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,initial_quantity,NA,numeric,percentage_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,impute_duration_percentage,NA,numeric,min,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,impute_duration_percentage,NA,numeric,q05,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,impute_duration_percentage,NA,numeric,q25,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,impute_duration_percentage,NA,numeric,median,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,impute_duration_percentage,NA,numeric,q75,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,impute_duration_percentage,NA,numeric,q95,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,impute_duration_percentage,NA,numeric,max,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,impute_duration_percentage,NA,numeric,mean,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,impute_duration_percentage,NA,numeric,sd,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,impute_duration_percentage,NA,numeric,count_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,impute_duration_percentage,NA,numeric,percentage_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,number_eras,NA,numeric,min,1,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,number_eras,NA,numeric,q05,1,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,number_eras,NA,numeric,q25,1,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,number_eras,NA,numeric,median,1,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,number_eras,NA,numeric,q75,2,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,number_eras,NA,numeric,q95,6,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,number_eras,NA,numeric,max,15,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,number_eras,NA,numeric,mean,1.97797356828194,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,number_eras,NA,numeric,sd,1.83211824553294,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,number_eras,NA,numeric,count_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,number_eras,NA,numeric,percentage_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,impute_daily_dose_percentage,NA,numeric,min,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,impute_daily_dose_percentage,NA,numeric,q05,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,impute_daily_dose_percentage,NA,numeric,q25,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,impute_daily_dose_percentage,NA,numeric,median,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,impute_daily_dose_percentage,NA,numeric,q75,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,impute_daily_dose_percentage,NA,numeric,q95,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,impute_daily_dose_percentage,NA,numeric,max,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,impute_daily_dose_percentage,NA,numeric,mean,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,impute_daily_dose_percentage,NA,numeric,sd,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,impute_daily_dose_percentage,NA,numeric,count_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,impute_daily_dose_percentage,NA,numeric,percentage_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,initial_daily_dose_milligram,NA,numeric,min,2.75862068965517,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,initial_daily_dose_milligram,NA,numeric,q05,10,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,initial_daily_dose_milligram,NA,numeric,q25,10,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,initial_daily_dose_milligram,NA,numeric,median,20,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,initial_daily_dose_milligram,NA,numeric,q75,20,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,initial_daily_dose_milligram,NA,numeric,q95,40,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,initial_daily_dose_milligram,NA,numeric,max,160,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,initial_daily_dose_milligram,NA,numeric,mean,21.2302467394371,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,initial_daily_dose_milligram,NA,numeric,sd,14.1927672307595,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,initial_daily_dose_milligram,NA,numeric,count_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,initial_daily_dose_milligram,NA,numeric,percentage_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,cumulative_dose_milligram,NA,numeric,min,10,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,cumulative_dose_milligram,NA,numeric,q05,274,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,cumulative_dose_milligram,NA,numeric,q25,600,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,cumulative_dose_milligram,NA,numeric,median,1440,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,cumulative_dose_milligram,NA,numeric,q75,3600,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,cumulative_dose_milligram,NA,numeric,q95,12000,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,cumulative_dose_milligram,NA,numeric,max,43200,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,cumulative_dose_milligram,NA,numeric,mean,3111.69729389553,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,cumulative_dose_milligram,NA,numeric,sd,4658.8060343517,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,cumulative_dose_milligram,NA,numeric,count_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Female,cumulative_dose_milligram,NA,numeric,percentage_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,number subjects,NA,numeric,count,1706,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,number records,NA,NA,count,1706,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,duration,NA,numeric,min,1,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,duration,NA,numeric,q05,30,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,duration,NA,numeric,q25,30,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,duration,NA,numeric,median,90,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,duration,NA,numeric,q75,184,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,duration,NA,numeric,q95,538.5,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,duration,NA,numeric,max,1397,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,duration,NA,numeric,mean,155.075029308324,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,duration,NA,numeric,sd,184.498038829985,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,duration,NA,numeric,count_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,duration,NA,numeric,percentage_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,number_exposures,NA,numeric,min,1,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,number_exposures,NA,numeric,q05,1,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,number_exposures,NA,numeric,q25,1,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,number_exposures,NA,numeric,median,2,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,number_exposures,NA,numeric,q75,4,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,number_exposures,NA,numeric,q95,12,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,number_exposures,NA,numeric,max,46,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,number_exposures,NA,numeric,mean,3.32825322391559,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,number_exposures,NA,numeric,sd,4.27556504091851,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,number_exposures,NA,numeric,count_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,number_exposures,NA,numeric,percentage_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,cumulative_quantity,NA,numeric,min,2,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,cumulative_quantity,NA,numeric,q05,30,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,cumulative_quantity,NA,numeric,q25,60,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,cumulative_quantity,NA,numeric,median,90,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,cumulative_quantity,NA,numeric,q75,180,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,cumulative_quantity,NA,numeric,q95,570,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,cumulative_quantity,NA,numeric,max,1381,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,cumulative_quantity,NA,numeric,mean,164.474794841735,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,cumulative_quantity,NA,numeric,sd,191.284231277929,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,cumulative_quantity,NA,numeric,count_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,cumulative_quantity,NA,numeric,percentage_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,initial_quantity,NA,numeric,min,2,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,initial_quantity,NA,numeric,q05,30,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,initial_quantity,NA,numeric,q25,30,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,initial_quantity,NA,numeric,median,30,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,initial_quantity,NA,numeric,q75,90,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,initial_quantity,NA,numeric,q95,90,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,initial_quantity,NA,numeric,max,360,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,initial_quantity,NA,numeric,mean,56.0387096774194,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,initial_quantity,NA,numeric,sd,34.8594212782602,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,initial_quantity,NA,numeric,count_missing,1,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,initial_quantity,NA,numeric,percentage_missing,0.0586166471277843,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,impute_duration_percentage,NA,numeric,min,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,impute_duration_percentage,NA,numeric,q05,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,impute_duration_percentage,NA,numeric,q25,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,impute_duration_percentage,NA,numeric,median,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,impute_duration_percentage,NA,numeric,q75,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,impute_duration_percentage,NA,numeric,q95,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,impute_duration_percentage,NA,numeric,max,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,impute_duration_percentage,NA,numeric,mean,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,impute_duration_percentage,NA,numeric,sd,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,impute_duration_percentage,NA,numeric,count_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,impute_duration_percentage,NA,numeric,percentage_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,number_eras,NA,numeric,min,1,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,number_eras,NA,numeric,q05,1,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,number_eras,NA,numeric,q25,1,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,number_eras,NA,numeric,median,1,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,number_eras,NA,numeric,q75,2,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,number_eras,NA,numeric,q95,6,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,number_eras,NA,numeric,max,27,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,number_eras,NA,numeric,mean,2.07385697538101,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,number_eras,NA,numeric,sd,2.14198280454283,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,number_eras,NA,numeric,count_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,number_eras,NA,numeric,percentage_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,impute_daily_dose_percentage,NA,numeric,min,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,impute_daily_dose_percentage,NA,numeric,q05,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,impute_daily_dose_percentage,NA,numeric,q25,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,impute_daily_dose_percentage,NA,numeric,median,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,impute_daily_dose_percentage,NA,numeric,q75,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,impute_daily_dose_percentage,NA,numeric,q95,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,impute_daily_dose_percentage,NA,numeric,max,66.6666666666667,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,impute_daily_dose_percentage,NA,numeric,mean,0.0586166471277843,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,impute_daily_dose_percentage,NA,numeric,sd,1.80414867143669,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,impute_daily_dose_percentage,NA,numeric,count_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,impute_daily_dose_percentage,NA,numeric,percentage_missing,0,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,initial_daily_dose_milligram,NA,numeric,min,5,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,initial_daily_dose_milligram,NA,numeric,q05,10,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,initial_daily_dose_milligram,NA,numeric,q25,10,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,initial_daily_dose_milligram,NA,numeric,median,20,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,initial_daily_dose_milligram,NA,numeric,q75,20,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,initial_daily_dose_milligram,NA,numeric,q95,40,PHARMETRICS,Summary drug use
cohort_name,simvastatin,age_group and sex,20 to 39 and Male,initial_daily_dose_milligram,NA,numeric,max,120,PHARMETRICS,Summary drug use
