cdm_name,result_type,group_name,group_level,strata_name,strata_level,variable,variable_level,variable_type,estimate_type,estimate
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Female,atorvastatin,91 to 180,binary,count,24
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Female,atorvastatin,91 to 180,binary,percentage,2.11453744493392
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Female,cerivastatin,91 to 180,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Female,cerivastatin,91 to 180,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Female,unexposed,91 to 180,binary,count,1083
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Female,unexposed,91 to 180,binary,percentage,95.4185022026432
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Female,lovastatin,181 to 365,binary,count,<5
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Female,lovastatin,181 to 365,binary,percentage,NA
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Female,pitavastatin,181 to 365,binary,count,<5
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Female,pitavastatin,181 to 365,binary,percentage,NA
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Female,ezetimibe,181 to 365,binary,count,11
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Female,ezetimibe,181 to 365,binary,percentage,0.969162995594714
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Female,rosuvastatin,181 to 365,binary,count,16
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Female,rosuvastatin,181 to 365,binary,percentage,1.40969162995595
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Female,evolocumab,181 to 365,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Female,evolocumab,181 to 365,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Female,alirocumab,181 to 365,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Female,alirocumab,181 to 365,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Female,fluvastatin,181 to 365,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Female,fluvastatin,181 to 365,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Female,atorvastatin,181 to 365,binary,count,31
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Female,atorvastatin,181 to 365,binary,percentage,2.73127753303965
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Female,pravastatin,181 to 365,binary,count,10
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Female,pravastatin,181 to 365,binary,percentage,0.881057268722467
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Female,cerivastatin,181 to 365,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Female,cerivastatin,181 to 365,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Female,unexposed,181 to 365,binary,count,1066
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Female,unexposed,181 to 365,binary,percentage,93.920704845815
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,number subjects,NA,numeric,count,1706
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,number records,NA,NA,count,1706
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,alirocumab,0 to 0,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,alirocumab,0 to 0,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,fluvastatin,0 to 0,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,fluvastatin,0 to 0,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,lovastatin,0 to 0,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,lovastatin,0 to 0,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,pitavastatin,0 to 0,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,pitavastatin,0 to 0,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,ezetimibe,0 to 0,binary,count,28
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,ezetimibe,0 to 0,binary,percentage,1.64126611957796
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,rosuvastatin,0 to 0,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,rosuvastatin,0 to 0,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,atorvastatin,0 to 0,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,atorvastatin,0 to 0,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,pravastatin,0 to 0,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,pravastatin,0 to 0,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,evolocumab,0 to 0,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,evolocumab,0 to 0,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,cerivastatin,0 to 0,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,cerivastatin,0 to 0,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,unexposed,0 to 0,binary,count,1678
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,unexposed,0 to 0,binary,percentage,98.358733880422
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,atorvastatin,1 to 30,binary,count,13
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,atorvastatin,1 to 30,binary,percentage,0.762016412661196
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,evolocumab,1 to 30,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,evolocumab,1 to 30,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,alirocumab,1 to 30,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,alirocumab,1 to 30,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,rosuvastatin,1 to 30,binary,count,6
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,rosuvastatin,1 to 30,binary,percentage,0.351699882766706
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,pravastatin,1 to 30,binary,count,<5
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,pravastatin,1 to 30,binary,percentage,NA
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,lovastatin,1 to 30,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,lovastatin,1 to 30,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,pitavastatin,1 to 30,binary,count,<5
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,pitavastatin,1 to 30,binary,percentage,NA
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,ezetimibe,1 to 30,binary,count,11
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,ezetimibe,1 to 30,binary,percentage,0.644783118405627
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,fluvastatin,1 to 30,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,fluvastatin,1 to 30,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,cerivastatin,1 to 30,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,cerivastatin,1 to 30,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,unexposed,1 to 30,binary,count,1673
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,unexposed,1 to 30,binary,percentage,98.0656506447831
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,alirocumab,31 to 90,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,alirocumab,31 to 90,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,atorvastatin,31 to 90,binary,count,16
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,atorvastatin,31 to 90,binary,percentage,0.937866354044549
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,rosuvastatin,31 to 90,binary,count,6
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,rosuvastatin,31 to 90,binary,percentage,0.351699882766706
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,evolocumab,31 to 90,binary,count,<5
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,evolocumab,31 to 90,binary,percentage,NA
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,pravastatin,31 to 90,binary,count,<5
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,pravastatin,31 to 90,binary,percentage,NA
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,pitavastatin,31 to 90,binary,count,<5
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,pitavastatin,31 to 90,binary,percentage,NA
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,lovastatin,31 to 90,binary,count,<5
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,lovastatin,31 to 90,binary,percentage,NA
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,fluvastatin,31 to 90,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,fluvastatin,31 to 90,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,ezetimibe,31 to 90,binary,count,22
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,ezetimibe,31 to 90,binary,percentage,1.28956623681125
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,cerivastatin,31 to 90,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,cerivastatin,31 to 90,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,unexposed,31 to 90,binary,count,1656
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,unexposed,31 to 90,binary,percentage,97.0691676436108
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,lovastatin,91 to 180,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,lovastatin,91 to 180,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,rosuvastatin,91 to 180,binary,count,15
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,rosuvastatin,91 to 180,binary,percentage,0.879249706916764
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,alirocumab,91 to 180,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,alirocumab,91 to 180,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,fluvastatin,91 to 180,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,fluvastatin,91 to 180,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,ezetimibe,91 to 180,binary,count,21
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,ezetimibe,91 to 180,binary,percentage,1.23094958968347
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,evolocumab,91 to 180,binary,count,<5
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,evolocumab,91 to 180,binary,percentage,NA
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,pitavastatin,91 to 180,binary,count,<5
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,pitavastatin,91 to 180,binary,percentage,NA
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,pravastatin,91 to 180,binary,count,8
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,pravastatin,91 to 180,binary,percentage,0.468933177022274
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,atorvastatin,91 to 180,binary,count,26
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,atorvastatin,91 to 180,binary,percentage,1.52403282532239
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,cerivastatin,91 to 180,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,cerivastatin,91 to 180,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,unexposed,91 to 180,binary,count,1634
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,unexposed,91 to 180,binary,percentage,95.7796014067995
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,lovastatin,181 to 365,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,lovastatin,181 to 365,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,pitavastatin,181 to 365,binary,count,<5
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,pitavastatin,181 to 365,binary,percentage,NA
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,ezetimibe,181 to 365,binary,count,15
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,ezetimibe,181 to 365,binary,percentage,0.879249706916764
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,rosuvastatin,181 to 365,binary,count,32
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,rosuvastatin,181 to 365,binary,percentage,1.8757327080891
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,evolocumab,181 to 365,binary,count,<5
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,evolocumab,181 to 365,binary,percentage,NA
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,alirocumab,181 to 365,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,alirocumab,181 to 365,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,fluvastatin,181 to 365,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,fluvastatin,181 to 365,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,atorvastatin,181 to 365,binary,count,56
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,atorvastatin,181 to 365,binary,percentage,3.28253223915592
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,pravastatin,181 to 365,binary,count,12
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,pravastatin,181 to 365,binary,percentage,0.703399765533411
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,cerivastatin,181 to 365,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,cerivastatin,181 to 365,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,unexposed,181 to 365,binary,count,1591
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,20 to 39 and Male,unexposed,181 to 365,binary,percentage,93.2590855803048
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,40 to 59 and Female,number subjects,NA,numeric,count,10387
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,40 to 59 and Female,number records,NA,NA,count,10387
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,40 to 59 and Female,alirocumab,0 to 0,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,40 to 59 and Female,alirocumab,0 to 0,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,40 to 59 and Female,fluvastatin,0 to 0,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,40 to 59 and Female,fluvastatin,0 to 0,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,40 to 59 and Female,lovastatin,0 to 0,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,40 to 59 and Female,lovastatin,0 to 0,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,40 to 59 and Female,pitavastatin,0 to 0,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,40 to 59 and Female,pitavastatin,0 to 0,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,40 to 59 and Female,ezetimibe,0 to 0,binary,count,104
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,40 to 59 and Female,ezetimibe,0 to 0,binary,percentage,1.00125156445557
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,40 to 59 and Female,rosuvastatin,0 to 0,binary,count,<5
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,40 to 59 and Female,rosuvastatin,0 to 0,binary,percentage,NA
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,40 to 59 and Female,atorvastatin,0 to 0,binary,count,15
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,40 to 59 and Female,atorvastatin,0 to 0,binary,percentage,0.144411283334938
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,40 to 59 and Female,pravastatin,0 to 0,binary,count,<5
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,40 to 59 and Female,pravastatin,0 to 0,binary,percentage,NA
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,40 to 59 and Female,evolocumab,0 to 0,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,40 to 59 and Female,evolocumab,0 to 0,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,40 to 59 and Female,cerivastatin,0 to 0,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,40 to 59 and Female,cerivastatin,0 to 0,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,40 to 59 and Female,unexposed,0 to 0,binary,count,10263
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,40 to 59 and Female,unexposed,0 to 0,binary,percentage,98.8062000577645
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,40 to 59 and Female,atorvastatin,1 to 30,binary,count,88
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,40 to 59 and Female,atorvastatin,1 to 30,binary,percentage,0.847212862231636
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,40 to 59 and Female,evolocumab,1 to 30,binary,count,<5
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,40 to 59 and Female,evolocumab,1 to 30,binary,percentage,NA
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,40 to 59 and Female,alirocumab,1 to 30,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,40 to 59 and Female,alirocumab,1 to 30,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,40 to 59 and Female,rosuvastatin,1 to 30,binary,count,51
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,40 to 59 and Female,rosuvastatin,1 to 30,binary,percentage,0.490998363338789
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,40 to 59 and Female,pravastatin,1 to 30,binary,count,40
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,40 to 59 and Female,pravastatin,1 to 30,binary,percentage,0.385096755559834
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,40 to 59 and Female,lovastatin,1 to 30,binary,count,5
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,40 to 59 and Female,lovastatin,1 to 30,binary,percentage,0.0481370944449793
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,40 to 59 and Female,pitavastatin,1 to 30,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,40 to 59 and Female,pitavastatin,1 to 30,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,40 to 59 and Female,ezetimibe,1 to 30,binary,count,63
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,40 to 59 and Female,ezetimibe,1 to 30,binary,percentage,0.606527390006739
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,40 to 59 and Female,fluvastatin,1 to 30,binary,count,<5
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,40 to 59 and Female,fluvastatin,1 to 30,binary,percentage,NA
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,40 to 59 and Female,cerivastatin,1 to 30,binary,count,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,40 to 59 and Female,cerivastatin,1 to 30,binary,percentage,0
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,40 to 59 and Female,unexposed,1 to 30,binary,count,10142
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,40 to 59 and Female,unexposed,1 to 30,binary,percentage,97.641282372196
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,40 to 59 and Female,alirocumab,31 to 90,binary,count,<5
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,40 to 59 and Female,alirocumab,31 to 90,binary,percentage,NA
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,40 to 59 and Female,atorvastatin,31 to 90,binary,count,185
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,40 to 59 and Female,atorvastatin,31 to 90,binary,percentage,1.78107249446423
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,40 to 59 and Female,rosuvastatin,31 to 90,binary,count,90
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,40 to 59 and Female,rosuvastatin,31 to 90,binary,percentage,0.866467700009627
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,40 to 59 and Female,evolocumab,31 to 90,binary,count,<5
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,40 to 59 and Female,evolocumab,31 to 90,binary,percentage,NA
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,40 to 59 and Female,pravastatin,31 to 90,binary,count,54
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,40 to 59 and Female,pravastatin,31 to 90,binary,percentage,0.519880620005777
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,40 to 59 and Female,pitavastatin,31 to 90,binary,count,7
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,40 to 59 and Female,pitavastatin,31 to 90,binary,percentage,0.067391932222971
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,40 to 59 and Female,lovastatin,31 to 90,binary,count,9
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,40 to 59 and Female,lovastatin,31 to 90,binary,percentage,0.0866467700009627
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,40 to 59 and Female,fluvastatin,31 to 90,binary,count,<5
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,40 to 59 and Female,fluvastatin,31 to 90,binary,percentage,NA
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,40 to 59 and Female,ezetimibe,31 to 90,binary,count,93
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,40 to 59 and Female,ezetimibe,31 to 90,binary,percentage,0.895349956676615
PHARMETRICS,Summarise treatment,cohort_name,simvastatin,age_group and sex,40 to 59 and Female,cerivastatin,31 to 90,binary,count,0
